:START_ID,:END_ID
11,1101
12,1201
13,1301
13,1302
13,1303
13,1304
13,1305
13,1306
13,1307
13,1308
13,1309
13,1310
13,1311
14,1401
14,1402
14,1403
14,1404
14,1405
14,1406
14,1407
14,1408
14,1409
14,1410
14,1411
15,1501
15,1502
15,1503
15,1504
15,1505
15,1506
15,1507
15,1508
15,1509
15,1522
15,1525
15,1529
21,2101
21,2102
21,2103
21,2104
21,2105
21,2106
21,2107
21,2108
21,2109
21,2110
21,2111
21,2112
21,2113
21,2114
22,2201
22,2202
22,2203
22,2204
22,2205
22,2206
22,2207
22,2208
22,2224
23,2301
23,2302
23,2303
23,2304
23,2305
23,2306
23,2307
23,2308
23,2309
23,2310
23,2311
23,2312
23,2327
31,3101
32,3201
32,3202
32,3203
32,3204
32,3205
32,3206
32,3207
32,3208
32,3209
32,3210
32,3211
32,3212
32,3213
33,3301
33,3302
33,3303
33,3304
33,3305
33,3306
33,3307
33,3308
33,3309
33,3310
33,3311
34,3401
34,3402
34,3403
34,3404
34,3405
34,3406
34,3407
34,3408
34,3410
34,3411
34,3412
34,3413
34,3415
34,3416
34,3417
34,3418
35,3501
35,3502
35,3503
35,3504
35,3505
35,3506
35,3507
35,3508
35,3509
36,3601
36,3602
36,3603
36,3604
36,3605
36,3606
36,3607
36,3608
36,3609
36,3610
36,3611
37,3701
37,3702
37,3703
37,3704
37,3705
37,3706
37,3707
37,3708
37,3709
37,3710
37,3711
37,3712
37,3713
37,3714
37,3715
37,3716
37,3717
41,4101
41,4102
41,4103
41,4104
41,4105
41,4106
41,4107
41,4108
41,4109
41,4110
41,4111
41,4112
41,4113
41,4114
41,4115
41,4116
41,4117
42,4201
42,4202
42,4203
42,4205
42,4206
42,4207
42,4208
42,4209
42,4210
42,4211
42,4212
42,4213
42,4228
43,4301
43,4302
43,4303
43,4304
43,4305
43,4306
43,4307
43,4308
43,4309
43,4310
43,4311
43,4312
43,4313
43,4331
44,4401
44,4402
44,4403
44,4404
44,4405
44,4406
44,4407
44,4408
44,4409
44,4412
44,4413
44,4414
44,4415
44,4416
44,4417
44,4418
44,4419
44,4420
44,4451
44,4452
44,4453
45,4501
45,4502
45,4503
45,4504
45,4505
45,4506
45,4507
45,4508
45,4509
45,4510
45,4511
45,4512
45,4513
45,4514
46,4601
46,4602
46,4603
46,4604
50,5001
50,5002
51,5101
51,5103
51,5104
51,5105
51,5106
51,5107
51,5108
51,5109
51,5110
51,5111
51,5113
51,5114
51,5115
51,5116
51,5117
51,5118
51,5119
51,5120
51,5132
51,5133
51,5134
52,5201
52,5202
52,5203
52,5204
52,5205
52,5206
52,5223
52,5226
52,5227
53,5301
53,5303
53,5304
53,5305
53,5306
53,5307
53,5308
53,5309
53,5323
53,5325
53,5326
53,5328
53,5329
53,5331
53,5333
53,5334
54,5401
54,5402
54,5403
54,5404
54,5405
54,5424
54,5425
61,6101
61,6102
61,6103
61,6104
61,6105
61,6106
61,6107
61,6108
61,6109
61,6110
62,6201
62,6202
62,6203
62,6204
62,6205
62,6206
62,6207
62,6208
62,6209
62,6210
62,6211
62,6212
62,6229
62,6230
63,6301
63,6302
63,6322
63,6323
63,6325
63,6326
63,6327
63,6328
64,6401
64,6402
64,6403
64,6404
64,6405
65,6501
65,6502
65,6504
65,6505
65,6523
65,6527
65,6528
65,6529
65,6530
65,6531
65,6532
65,6540
65,6542
65,6543
65,6590
